CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,0
F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,1,0,1,1,High skill tech staff,2.0,0
F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,1,0,1,1,High skill tech staff,2.0,0
F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,-17726,-708,1,0,1,1,Core staff,3.0,0
F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,-17726,-708,1,0,1,1,Core staff,3.0,0
M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,-14122,-1286,1,0,0,0,Drivers,3.0,0
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Laborers,2.0,0
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Laborers,2.0,1
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Laborers,2.0,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Drivers,2.0,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Drivers,2.0,0
M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Laborers,4.0,0
M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Laborers,4.0,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-12628,-4025,1,0,0,0,Drivers,2.0,0
M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,3.0,1
M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,3.0,0
M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,3.0,0
F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Accountants,3.0,0
F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Accountants,3.0,0
F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Accountants,3.0,0
F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,-13271,-555,1,0,0,0,Managers,1.0,0
F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,-13271,-555,1,0,0,0,Managers,1.0,0
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,1,0,1,0,Drivers,4.0,0
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,1,0,1,0,Drivers,4.0,0
M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15321,-2747,1,0,0,0,Security staff,2.0,0
M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15321,-2747,1,0,0,0,Security staff,2.0,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-8842,-312,1,0,0,1,High skill tech staff,2.0,1
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Other,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Other,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Other,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Other,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Other,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Other,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Other,1.0,1
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Other,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Other,1.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9657,-1560,1,1,1,0,Managers,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9657,-1560,1,1,1,0,Managers,2.0,0
M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18289,365243,1,0,0,0,Other,2.0,1
M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18289,365243,1,0,0,0,Other,2.0,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0,1
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0,1
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,1
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Sales staff,2.0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Sales staff,2.0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Sales staff,2.0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Sales staff,2.0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Sales staff,2.0,0
F,Y,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22877,365243,1,0,1,1,Other,2.0,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,1
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,1
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,1
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,1
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,1
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,1
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,1
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2.0,1
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2.0,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2.0,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2.0,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2.0,0
F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,Core staff,1.0,0
F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,Core staff,1.0,0
F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,Core staff,1.0,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,Other,2.0,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,Other,2.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3.0,0
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1.0,0
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1.0,0
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1.0,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0,1
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0,1
F,N,N,0,40500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21091,365243,1,0,0,0,Other,1.0,1
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,0
